Timestamp,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Output Current,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Velocity,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Input Voltage
1642729959024,,4079.99951171875,
1642729959013,,,12.125
1642729959006,10.59375,,
1642729958998,,4079.99951171875,
1642729958906,9.0625,,
1642729958899,,4079.9990234375,
1642729958888,,,12.15625
1642729958881,8.59375,,
1642729958873,,4079.9990234375,
1642729958780,8.4375,,
1642729958773,,4085.71337890625,
1642729958762,,,12.1875
1642729958755,7.96875,,
1642729958747,,4085.71337890625,
1642729958650,7.9375,,
1642729958642,,4085.7138671875,
1642729958631,,,12.171875
1642729958624,7.8125,,
1642729958617,,4085.7138671875,
1642729958525,8.6875,,
1642729958518,,4085.7138671875,
1642729958506,,,12.15625
1642729958499,9.5,,
1642729958490,,4085.712890625,
1642729958397,8.375,,
1642729958390,,4085.71337890625,
1642729958379,,,12.1953125
1642729958372,7.96875,,
1642729958364,,4085.71337890625,
1642729958273,7.8125,,
1642729958266,,4079.9990234375,
1642729958255,,,12.2734375
1642729958248,7.0625,,
1642729958240,,4085.71337890625,
1642729958147,8.5625,,
1642729958140,,4079.99853515625,
1642729958129,,,12.1640625
1642729958122,9.09375,,
1642729958114,,4079.99951171875,
1642729958018,11.03125,,
1642729958010,,4079.99853515625,
1642729957998,,,12.2109375
1642729957991,7.53125,,
1642729957983,,4074.28466796875,
1642729957885,8.4375,,
1642729957877,,4079.9990234375,
1642729957866,,,12.09375
1642729957859,10.53125,,
1642729957851,,4079.9990234375,
1642729957758,8.3125,,
1642729957751,,4079.9990234375,
1642729957740,,,12.1328125
1642729957733,10.25,,
1642729957725,,4079.9990234375,
1642729957632,10.03125,,
1642729957624,,4079.99951171875,
1642729957613,,,12.1796875
1642729957606,8.375,,
1642729957598,,4079.99853515625,
1642729957502,8,,
1642729957494,,4079.99853515625,
1642729957482,,,12.25
1642729957475,7.40625,,
1642729957467,,4079.99853515625,
1642729957380,6.8125,,
1642729957373,,4074.28466796875,
1642729957357,,,12.125
1642729957350,10.125,,
1642729957342,,4074.28466796875,
1642729957264,8.59375,,
1642729957256,,4068.5703125,
1642729957233,,,12.15625
1642729957226,10.375,,
1642729957218,,4068.5703125,
1642729957141,9.3125,,
1642729957116,,4074.28466796875,
1642729957104,,,12.2890625
1642729957097,7.71875,,
1642729957089,,4074.28466796875,
1642729956993,8.09375,,
1642729956985,,4074.2841796875,
1642729956975,,,12.2890625
1642729956967,8.1875,,
1642729956959,,4074.2841796875,
1642729956865,7.96875,,
1642729956857,,4068.5703125,
1642729956846,,,12.1796875
1642729956839,9.8125,,
1642729956832,,4074.28466796875,
1642729956735,10.375,,
1642729956726,,4074.28466796875,
1642729956715,,,12.25
1642729956708,8.375,,
1642729956700,,4074.28466796875,
1642729956611,8.875,,
1642729956603,,4079.9990234375,
1642729956592,,,12.2109375
1642729956584,8.625,,
1642729956577,,4074.2841796875,
1642729956483,8.46875,,
1642729956475,,4074.28466796875,
1642729956464,,,12.21875
1642729956457,11.125,,
1642729956449,,4074.28466796875,
1642729956356,8.46875,,
1642729956349,,4068.56982421875,
1642729956337,,,12.296875
1642729956331,8.4375,,
1642729956323,,4068.57080078125,
1642729956230,10.8125,,
1642729956223,,4062.85595703125,
1642729956211,,,12.28125
1642729956204,8.90625,,
1642729956197,,4062.85595703125,
1642729956108,10.625,,
1642729956099,,4062.85595703125,
1642729956087,,,12.234375
1642729956080,8.9375,,
1642729956073,,4062.85595703125,
1642729955976,7.78125,,
1642729955968,,4068.5703125,
1642729955958,,,12.296875
1642729955950,8.3125,,
1642729955942,,4068.5703125,
1642729955840,10.5625,,
1642729955833,,4068.5703125,
1642729955822,,,12.2578125
1642729955815,8.21875,,
1642729955807,,4074.28466796875,
1642729955714,9.03125,,
1642729955707,,4074.28466796875,
1642729955696,,,12.3125
1642729955689,7.3125,,
1642729955681,,4074.28466796875,
1642729955591,7.75,,
1642729955583,,4079.9990234375,
1642729955572,,,12.265625
1642729955565,7.78125,,
1642729955557,,4079.9990234375,
1642729955465,6.9375,,
1642729955457,,4074.28466796875,
1642729955446,,,12.203125
1642729955439,8.84375,,
1642729955431,,4068.5703125,
1642729955343,10.6875,,
1642729955334,,4062.85546875,
1642729955322,,,12.171875
1642729955315,9.15625,,
1642729955308,,4057.1416015625,
1642729955215,9.75,,
1642729955207,,4039.99853515625,
1642729955196,,,12.203125
1642729955189,8.5,,
1642729955182,,4039.99853515625,
1642729955091,6.875,,
1642729955084,,4017.14208984375,
1642729955072,,,12.1953125
1642729955065,9.28125,,
1642729955058,,4017.14208984375,
1642729954962,10.03125,,
1642729954954,,3977.142578125,
1642729954942,,,12.0625
1642729954934,13.0625,,
1642729954927,,3965.71484375,
1642729954825,10.53125,,
1642729954818,,3908.572265625,
1642729954806,,,12.078125
1642729954799,11.8125,,
1642729954792,,3891.42919921875,
1642729954699,16.5,,
1642729954692,,3817.14208984375,
1642729954681,,,11.8828125
1642729954673,15.78125,,
1642729954666,,3782.857421875,
1642729954577,17,,
1642729954569,,3668.5712890625,
1642729954557,,,11.65625
1642729954550,21.65625,,
1642729954541,,3668.5712890625,
1642729954449,22.78125,,
1642729954442,,3782.857421875,
1642729954430,,,11.53125
1642729954423,23.71875,,
1642729954415,,3834.28515625,
1642729954325,32.4375,,
1642729954317,,4028.5703125,
1642729954306,,,12.015625
1642729954299,10.65625,,
1642729954291,,4062.85595703125,
1642729954200,8.0625,,
1642729954192,,4074.28466796875,
1642729954180,,,12.078125
1642729954173,11.1875,,
1642729954166,,4074.28466796875,
1642729954075,8.03125,,
1642729954067,,4079.9990234375,
1642729954056,,,12.125
1642729954049,10.90625,,
1642729954042,,4079.9990234375,
1642729953946,9.5,,
1642729953938,,4079.9990234375,
1642729953927,,,12.25
1642729953919,8.59375,,
1642729953911,,4079.9990234375,
1642729953817,8.71875,,
1642729953810,,4079.9990234375,
1642729953798,,,12.265625
1642729953791,8.28125,,
1642729953784,,4079.9990234375,
