Timestamp,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Output Current,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Velocity,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Input Voltage
1642730365802,,,12.1640625
1642730365795,7.875,,
1642730365787,,3874.2861328125,
1642730365697,6.1875,,
1642730365689,,3880.0009765625,
1642730365678,,,12.3125
1642730365671,7.25,,
1642730365663,,3880.00048828125,
1642730365573,8.125,,
1642730365565,,3874.28662109375,
1642730365554,,,12.3203125
1642730365547,6.625,,
1642730365539,,3880.00048828125,
1642730365447,10.71875,,
1642730365439,,3880.00048828125,
1642730365428,,,12.234375
1642730365421,7.59375,,
1642730365413,,3874.28564453125,
1642730365323,9.78125,,
1642730365315,,3874.2861328125,
1642730365304,,,12.265625
1642730365297,7.5625,,
1642730365290,,3874.2861328125,
1642730365197,6.6875,,
1642730365189,,3868.57177734375,
1642730365178,,,12.1640625
1642730365171,10.75,,
1642730365164,,3874.2861328125,
1642730365067,7.34375,,
1642730365059,,3868.5712890625,
1642730365048,,,12.1171875
1642730365041,10.71875,,
1642730365033,,3874.28564453125,
1642730364943,7.8125,,
1642730364935,,3874.28662109375,
1642730364924,,,12.234375
1642730364917,6.03125,,
1642730364909,,3874.28662109375,
1642730364814,7.4375,,
1642730364806,,3868.57177734375,
1642730364795,,,12.25
1642730364788,7.25,,
1642730364780,,3868.57177734375,
1642730364691,10.6875,,
1642730364684,,3868.57177734375,
1642730364672,,,12.296875
1642730364665,7.5625,,
1642730364657,,3868.5712890625,
1642730364565,6.625,,
1642730364558,,3868.572265625,
1642730364546,,,12.25
1642730364539,7.34375,,
1642730364532,,3868.57177734375,
1642730364440,7.65625,,
1642730364433,,3862.857421875,
1642730364421,,,12.0859375
1642730364414,11.1875,,
1642730364407,,3862.857421875,
1642730364314,8.59375,,
1642730364307,,3862.857421875,
1642730364295,,,12.21875
1642730364288,7.90625,,
1642730364281,,3862.857421875,
1642730364185,6.8125,,
1642730364177,,3862.857421875,
1642730364165,,,12.1953125
1642730364158,6.84375,,
1642730364151,,3857.142578125,
1642730364060,7.625,,
1642730364053,,3862.857421875,
1642730364041,,,12.1953125
1642730364035,8.125,,
1642730364027,,3857.14306640625,
1642730363933,9.40625,,
1642730363925,,3857.142578125,
1642730363914,,,12.234375
1642730363907,7.84375,,
1642730363899,,3857.142578125,
1642730363809,6.8125,,
1642730363802,,3851.4287109375,
1642730363790,,,12.2421875
1642730363783,7.5,,
1642730363774,,3857.142578125,
1642730363682,6.71875,,
1642730363674,,3857.14306640625,
1642730363663,,,12.1328125
1642730363656,10.0625,,
1642730363648,,3857.14306640625,
1642730363558,6.875,,
1642730363550,,3857.14306640625,
1642730363539,,,12.2421875
1642730363532,7.28125,,
1642730363524,,3851.4287109375,
1642730363432,9.78125,,
1642730363424,,3851.42919921875,
1642730363413,,,12.2890625
1642730363406,5.75,,
1642730363398,,3851.42919921875,
1642730363302,9.53125,,
1642730363294,,3851.4287109375,
1642730363283,,,12.234375
1642730363276,7.90625,,
1642730363268,,3851.42822265625,
1642730363176,6.78125,,
1642730363168,,3851.4287109375,
1642730363157,,,12.1484375
1642730363150,10.03125,,
1642730363142,,3851.4287109375,
1642730363050,8.375,,
1642730363042,,3851.4287109375,
1642730363030,,,12.1640625
1642730363023,9.78125,,
1642730363016,,3857.14306640625,
1642730362919,8.5,,
1642730362912,,3851.42822265625,
1642730362900,,,12.234375
1642730362892,8.8125,,
1642730362884,,3857.142578125,
1642730362786,9.0625,,
1642730362778,,3857.14306640625,
1642730362767,,,12.2734375
1642730362760,7.8125,,
1642730362752,,3857.14306640625,
1642730362656,8.90625,,
1642730362648,,3857.142578125,
1642730362637,,,12.265625
1642730362630,7.5625,,
1642730362622,,3857.142578125,
1642730362531,9.71875,,
1642730362522,,3857.142578125,
1642730362511,,,12.2890625
1642730362504,7.1875,,
1642730362496,,3857.14306640625,
1642730362406,7.8125,,
1642730362399,,3857.14306640625,
1642730362387,,,12.2578125
1642730362380,9,,
1642730362372,,3857.1435546875,
1642730362280,7.90625,,
1642730362272,,3862.857421875,
1642730362261,,,12.2578125
1642730362254,8.28125,,
1642730362246,,3857.142578125,
1642730362156,6.25,,
1642730362148,,3862.857421875,
1642730362137,,,12.3125
1642730362130,7.53125,,
1642730362122,,3862.857421875,
1642730362026,10.28125,,
1642730362019,,3862.85791015625,
1642730362007,,,12.28125
1642730362000,8.09375,,
1642730361993,,3868.572265625,
1642730361897,11.3125,,
1642730361889,,3862.85693359375,
1642730361878,,,12.3125
1642730361870,7.1875,,
1642730361863,,3868.5712890625,
1642730361772,6.46875,,
1642730361765,,3868.57177734375,
1642730361754,,,12.1953125
1642730361746,8.21875,,
1642730361739,,3868.572265625,
1642730361642,7.03125,,
1642730361634,,3868.57177734375,
1642730361623,,,12.2265625
1642730361616,9.03125,,
1642730361609,,3868.5712890625,
1642730361516,7.46875,,
1642730361508,,3868.572265625,
1642730361497,,,12.2421875
1642730361490,9.21875,,
1642730361483,,3862.857421875,
1642730361386,7.6875,,
1642730361379,,3868.5712890625,
1642730361367,,,12.2265625
1642730361360,7.78125,,
1642730361352,,3868.57177734375,
1642730361262,7.40625,,
1642730361254,,3868.57177734375,
1642730361243,,,12.25
1642730361236,8.125,,
1642730361228,,3868.57177734375,
1642730361128,10.53125,,
1642730361120,,3862.857421875,
1642730361109,,,12.21875
1642730361102,8.1875,,
1642730361095,,3862.85791015625,
1642730361002,10.8125,,
1642730360995,,3862.85693359375,
1642730360983,,,12.21875
1642730360976,8.03125,,
1642730360968,,3862.85693359375,
1642730360882,7.03125,,
1642730360874,,3862.85791015625,
1642730360851,,,12.25
1642730360844,6.25,,
1642730360836,,3868.572265625,
1642730360758,6.5625,,
1642730360732,,3862.857421875,
1642730360720,,,12.1796875
1642730360713,9.25,,
1642730360705,,3857.1435546875,
1642730360610,7.9375,,
1642730360603,,3862.857421875,
1642730360591,,,12.1875
1642730360583,9.40625,,
1642730360575,,3857.142578125,
1642730360483,8.4375,,
1642730360476,,3862.857421875,
1642730360464,,,12.25
1642730360457,8.5625,,
1642730360449,,3862.857421875,
1642730360359,8.375,,
1642730360351,,3857.14306640625,
1642730360340,,,12.265625
1642730360333,7.03125,,
1642730360325,,3857.14306640625,
1642730360229,11.21875,,
1642730360221,,3851.42919921875,
1642730360210,,,12.234375
1642730360203,8.5625,,
1642730360195,,3851.42919921875,
1642730360103,11.15625,,
1642730360095,,3851.4287109375,
1642730360084,,,12.234375
1642730360077,9.21875,,
1642730360069,,3851.4287109375,
1642730359978,7.40625,,
1642730359970,,3851.42822265625,
1642730359959,,,12.109375
1642730359952,11.5625,,
1642730359944,,3851.42822265625,
1642730359852,7.5,,
1642730359844,,3851.4287109375,
1642730359833,,,12.234375
1642730359826,7.84375,,
1642730359818,,3851.4287109375,
1642730359727,9.625,,
1642730359719,,3845.71484375,
1642730359708,,,12.1796875
1642730359700,7.8125,,
1642730359693,,3845.71484375,
1642730359601,10.6875,,
1642730359593,,3840,
1642730359582,,,12.1796875
1642730359575,8.6875,,
1642730359567,,3840,
